image_id,caption,label,hypothesis
1814086703,two dogs running together in a field,entailment,كلبان يجريان.
1814086703,two dogs running together in a field,contradiction,الكلبان ينامان على كومة من أوراق الشجر.
1814086703,two dogs running together in a field,neutral,الكلبان يجريان ليلعبا في أوراق الشجر.
1891462514,a woman kneeling in a hole in the sand,contradiction,الخنازير تأكل الكلاب
1891462514,a woman kneeling in a hole in the sand,entailment,سيدة تحفر في الأرض
1891462514,a woman kneeling in a hole in the sand,neutral,سيدة تحفر في الأرض للذهب.
2074244690,a crowd of people watching a show with their hands up,contradiction,مجموعة من الأصدقاء نائمون.
2074244690,a crowd of people watching a show with their hands up,neutral,مجموعة من البشر تنظر إلى نفس الاتجاه.
2074244690,a crowd of people watching a show with their hands up,neutral,مجموعة من الأصدقاء تشاهد حفلة موسيقية بالليل.
2142631327,a woman and a child standing next to a chalkboard,neutral,امرأة تقف مع طفلها.
2142631327,a woman and a child standing next to a chalkboard,contradiction,كلب ينبح بصوت عال.
2142631327,a woman and a child standing next to a chalkboard,entailment,امرأة تقف مع طفل.
2344969116,two young boys in red robes holding black bowls,contradiction,ولد صغير يجري خلال حقل الذرة.
2344969116,two young boys in red robes holding black bowls,neutral,ولد صغير يمسك غلاية التي ستملأ قريبا بالصلصا.
2344969116,two young boys in red robes holding black bowls,entailment,ولد صغير يمسك غلاية التي ستملأ قريبا.
2353088412,a black dog running with a toy in its mouth,contradiction,كلب مطارد من قط.
2353088412,a black dog running with a toy in its mouth,neutral,كلب أسود مع لعبة مطارد من كلب البني.
2353088412,a black dog running with a toy in its mouth,entailment,الكلب يجري و مطارد من قبل كلب آخر.
2416244705,a woman is brushing a horse,entailment,بنت تمشط حصانا.
2416244705,a woman is brushing a horse,neutral,بنت تمشط حصانا بعد العودة من ركوب الخيل في الثلج.
2416244705,a woman is brushing a horse,contradiction,بنت تجلس على مقعد الحديقة تحمل جروا.
2425411995,a woman running on a tennis court holding a racket,entailment,امرأة تلعب التنس.
2425411995,a woman running on a tennis court holding a racket,neutral,تلعب سيرينا ويليامز التنس.
2425411995,a woman running on a tennis court holding a racket,contradiction,يلعب بيت سامبراس التنس.
2464311348,two men standing on a dock with a fish,neutral,رجلان يرجعان من صيد السمك طوال اليوم.
2464311348,two men standing on a dock with a fish,entailment,رجلان ينظفان سمكهم.
2464311348,two men standing on a dock with a fish,contradiction,رجلان يجلسان في قارب مع صنارات الصيد الخاصة بهم.
2487069642,a woman wearing a life jacket on an airplane,neutral,مضيفة طيران وافقة أمام مسافرين.
2487069642,a woman wearing a life jacket on an airplane,neutral,مضيفة طيران ترتدي الأصفر تشرح إجراءات السلامة قبل الاقلاع.
2487069642,a woman wearing a life jacket on an airplane,contradiction,امرأة تعد مشروبات في الطيارة.
2507831979,a woman sitting at a table with a cup of coffee,contradiction,المرأة صامتة.
2507831979,a woman sitting at a table with a cup of coffee,neutral,المرأة تدردش مع صديقها.
2507831979,a woman sitting at a table with a cup of coffee,entailment,امرأة تجري دردشة.
2536991887,a line of blue bags on the side of a train station,contradiction,العمال يجلسون ويركبون القطار.
2536991887,a line of blue bags on the side of a train station,neutral,العمال الذين يرتدون البرتقالي، على وشك إصلاح مسارات السكك الحديدية.
2536991887,a line of blue bags on the side of a train station,entailment,العمال يقفون بالخارج.
2537683592,a group of construction workers working on a wall,entailment,رجال يعملون بالقرب من الجدار.
2537683592,a group of construction workers working on a wall,contradiction,رجال يقفزون في حمام السباحة.
2537683592,a group of construction workers working on a wall,neutral,رجال يعملون بالقرب من الجدار و بدأت تمطر.
