image_id,caption,label,hypothesis
1814086703,two dogs running together in a field,entailment,Deux chiens courent.
1814086703,two dogs running together in a field,contradiction,Les deux chiens dorment sur le tas de feuilles.
1814086703,two dogs running together in a field,neutral,Les deux chiens courent pour jouer dans les feuilles.
1891462514,a woman kneeling in a hole in the sand,contradiction,Les porcs mangent des chiens
1891462514,a woman kneeling in a hole in the sand,entailment,La dame creuse dans le sol
1891462514,a woman kneeling in a hole in the sand,neutral,La dame creuse dans le sol pour de l'or.
2074244690,a crowd of people watching a show with their hands up,contradiction,Le groupe d'amis dort.
2074244690,a crowd of people watching a show with their hands up,neutral,Un groupe d'humains regarde dans la même direction.
2074244690,a crowd of people watching a show with their hands up,neutral,Un groupe d'amis regarde le concert de musique la nuit.
2142631327,a woman and a child standing next to a chalkboard,neutral,Une femme se tient avec son enfant
2142631327,a woman and a child standing next to a chalkboard,contradiction,Un chien aboie fort
2142631327,a woman and a child standing next to a chalkboard,entailment,Une femme se tient avec un enfant
2344969116,two young boys in red robes holding black bowls,contradiction,Un petit garçon court à travers le champ de maïs.
2344969116,two young boys in red robes holding black bowls,neutral,Un petit garçon tient une bouilloire qui sera bientôt remplie avec une sauce.
2344969116,two young boys in red robes holding black bowls,entailment,Un petit garçon tient une bouilloire qui sera bientôt remplie.
2353088412,a black dog running with a toy in its mouth,contradiction,Un chien est poursuivi par un chat.
2353088412,a black dog running with a toy in its mouth,neutral,Un chien noir avec un jouet est poursuivi par un chien marron.
2353088412,a black dog running with a toy in its mouth,entailment,Un chien court et il est poursuivi par un autre chien.
2416244705,a woman is brushing a horse,entailment,Une fille brosse un cheval.
2416244705,a woman is brushing a horse,neutral,Une fille brosse un cheval après être revenu d'un tour dans la neige.
2416244705,a woman is brushing a horse,contradiction,Une fille est assise sur le banc d’un parc tenant un chiot.
2425411995,a woman running on a tennis court holding a racket,entailment,Une femme joue au tennis.
2425411995,a woman running on a tennis court holding a racket,neutral,Serena Williams joue au tennis.
2425411995,a woman running on a tennis court holding a racket,contradiction,Pete Sampras joue au tennis.
2464311348,two men standing on a dock with a fish,neutral,Deux hommes viennent de rentrer de la journée de pêche.
2464311348,two men standing on a dock with a fish,entailment,Deux hommes nettoient leur poisson
2464311348,two men standing on a dock with a fish,contradiction,Deux hommes sont assis dans un canot avec leurs cannes à pêche
2487069642,a woman wearing a life jacket on an airplane,neutral,Une hôtesse de l'air est debout devant les passagers.
2487069642,a woman wearing a life jacket on an airplane,neutral,Une hôtesse de l'air fait une démonstration des procédures de sécurité avant le décollage.
2487069642,a woman wearing a life jacket on an airplane,contradiction,Une femme prépare des boissons dans un avion.
2507831979,a woman sitting at a table with a cup of coffee,contradiction,La femme est silencieuse.
2507831979,a woman sitting at a table with a cup of coffee,neutral,La femme papote avec sa copine.
2507831979,a woman sitting at a table with a cup of coffee,entailment,Une femme papote.
2536991887,a line of blue bags on the side of a train station,contradiction,Des travailleurs sont assis dans un train.
2536991887,a line of blue bags on the side of a train station,neutral,Des travailleurs en orange sont sur le point de réparer des voies ferrées.
2536991887,a line of blue bags on the side of a train station,entailment,Les travailleurs se tiennent debout à l'extérieur.
2537683592,a group of construction workers working on a wall,entailment,Des gars travaillent près d'un mur.
2537683592,a group of construction workers working on a wall,contradiction,Des gars sautent dans la piscine.
2537683592,a group of construction workers working on a wall,neutral,Les gars travaillent près d'un mur et il commence à pleuvoir.
2713036593,a man is sitting on the ground on the sidewalk,contradiction,Un homme est allongé et dort.
2713036593,a man is sitting on the ground on the sidewalk,entailment,Un homme dort sur le sol.
2713036593,a man is sitting on the ground on the sidewalk,entailment,Un jeune homme dort dans la position assise.
2737097000,two men and a woman planting flowers around a pole,neutral,Les plantes sont des fougères
