image_id,caption,label,hypothesis
1814086703,two dogs running together in a field,entailment,Две собаки бегут.
1814086703,two dogs running together in a field,contradiction,Эти две собаки спят на куче листьев.
1814086703,two dogs running together in a field,neutral,"Эти две собаки бегут, чтобы поиграть в листьях."
1891462514,a woman kneeling in a hole in the sand,contradiction,эти свиньи едят собак
1891462514,a woman kneeling in a hole in the sand,entailment,Эта женщина роется в земле
1891462514,a woman kneeling in a hole in the sand,neutral,Эта женщина роется в земле ради золота
2074244690,a crowd of people watching a show with their hands up,contradiction,Группа друзей спит.
2074244690,a crowd of people watching a show with their hands up,neutral,Группа людей смотрит в одном и том же направлении.
2074244690,a crowd of people watching a show with their hands up,neutral,Группа друзей смотрит музыкальный концерт вечером.
2142631327,a woman and a child standing next to a chalkboard,neutral,женщина стоит со своим ребенком
2142631327,a woman and a child standing next to a chalkboard,contradiction,собака громко лает
2142631327,a woman and a child standing next to a chalkboard,entailment,женщина стоит с ребенком
2344969116,two young boys in red robes holding black bowls,contradiction,Маленький мальчик бежит через кукурузное поле.
2344969116,two young boys in red robes holding black bowls,neutral,"Маленький мальчик держит чайник, который скоро наполнят соусом «сальса»."
2344969116,two young boys in red robes holding black bowls,entailment,"Маленький мальчик держит чайник, который скоро будет наполнен."
2353088412,a black dog running with a toy in its mouth,contradiction,Кошка гонится за собакой.
2353088412,a black dog running with a toy in its mouth,neutral,Коричневая собака гонится за черной собакой с игрушкой.
2353088412,a black dog running with a toy in its mouth,entailment,"Собака бежит, преследуемая другой собакой."
2416244705,a woman is brushing a horse,entailment,Девушка чистит лошадь.
2416244705,a woman is brushing a horse,neutral,Девушка чистит лошадь после возвращения из поездки по снегу.
2416244705,a woman is brushing a horse,contradiction,"Девушка сидит на скамейке в парке, держа щенка."
2425411995,a woman running on a tennis court holding a racket,entailment,Женщина играет в теннис.
2425411995,a woman running on a tennis court holding a racket,neutral,Серена Уильямс играет в теннис.
2425411995,a woman running on a tennis court holding a racket,contradiction,Пит Сампрас играет в теннис.
2464311348,two men standing on a dock with a fish,neutral,"Два мужчины только что вернулись с рыбалки, на которой провели весь день."
2464311348,two men standing on a dock with a fish,entailment,Два мужчины чистят рыбу.
2464311348,two men standing on a dock with a fish,contradiction,Два мужчины сидят в каноэ с удочками.
2487069642,a woman wearing a life jacket on an airplane,neutral,Бортпроводник стоит перед пассажирами.
2487069642,a woman wearing a life jacket on an airplane,neutral,Бортпроводник демонстрирует правила техники безопасности перед взлетом.
2487069642,a woman wearing a life jacket on an airplane,contradiction,Женщина готовит напитки в самолете.
2507831979,a woman sitting at a table with a cup of coffee,contradiction,Эта женщина молчит.
2507831979,a woman sitting at a table with a cup of coffee,neutral,Эта женщина болтает со своим другом.
2507831979,a woman sitting at a table with a cup of coffee,entailment,Женщина болтает.
2536991887,a line of blue bags on the side of a train station,contradiction,Рабочие сидят и едут в поезде.
2536991887,a line of blue bags on the side of a train station,neutral,"Рабочие, одетые в оранжевое, собираются ремонтировать рельсы."
2536991887,a line of blue bags on the side of a train station,entailment,Рабочие стоят снаружи.
2537683592,a group of construction workers working on a wall,entailment,Парни работают у стены.
2537683592,a group of construction workers working on a wall,contradiction,Парни прыгают в бассейн.
2537683592,a group of construction workers working on a wall,neutral,"Парни работают у стены, а в это время начинается дождь."
2713036593,a man is sitting on the ground on the sidewalk,contradiction,Мужчина лежит и спит.
2713036593,a man is sitting on the ground on the sidewalk,entailment,Мужчина спит на полу.
2713036593,a man is sitting on the ground on the sidewalk,entailment,"Молодой мужчина спит, находясь в сидячем положении."
2737097000,two men and a woman planting flowers around a pole,neutral,Эти растения – папоротниковые.
2737097000,two men and a woman planting flowers around a pole,entailment,Эти совершеннолетние люди молоды.
2737097000,two men and a woman planting flowers around a pole,contradiction,Эти совершеннолетние люди стары.
2747436384,three men are sitting in the ocean in front of a wave,neutral,Группа людей играет в океане.
2747436384,three men are sitting in the ocean in front of a wave,entailment,Группа людей стоит вместе.
2747436384,three men are sitting in the ocean in front of a wave,neutral,Группа людей сидит на пляже.
2747436384,three men are sitting in the ocean in front of a wave,entailment,Волна сейчас ударит несколько мальчиков.
2747436384,three men are sitting in the ocean in front of a wave,contradiction,Эта волна прошла мимо мальчиков.
2747436384,three men are sitting in the ocean in front of a wave,entailment,Гигантская волна готовится обрушиться на нескольких мальчиков.
288351324,a group of people dancing at a party,entailment,Люди танцуют.
288351324,a group of people dancing at a party,neutral,Они танцуют танго.
288351324,a group of people dancing at a party,contradiction,Никто не танцует.
294074951,three men are playing guitars in a room,entailment,"Три мужчины играют музыкальный сет с проводами и оборудованием по всей сцене, и они держат уникальные похожие на гитары инструменты"
294074951,three men are playing guitars in a room,contradiction,"Эти три мужчины рассказывали шутки на сцене для того, чтобы развлечь толпу."
294074951,three men are playing guitars in a room,neutral,Эти три мужчины были вместе в одной музыкальной группе.
3329289652,two young boys playing with toys at a table,entailment,Мальчики играют.
3329289652,two young boys playing with toys at a table,neutral,Мальчики играют на улице.
3329289652,two young boys playing with toys at a table,contradiction,Мальчики играют в шахматы.
3344175369,two people with backpacks hiking in the snow,neutral,Два человека идут на работу в метель
3344175369,two people with backpacks hiking in the snow,entailment,парень в голубой верхней одежде несет пакет и идет своим путем через снег
3344175369,two people with backpacks hiking in the snow,contradiction,Два мужчины играют со снеговиком.
3360178782,a group of people standing around a market with vegetables,neutral,Группа мужчин и женщин смотрят на свежий салат ромэн на местном уличном рынке.
3360178782,a group of people standing around a market with vegetables,entailment,"Люди, смотрящие на продукты на рынке."
3360178782,a group of people standing around a market with vegetables,contradiction,Группа собак смотрит на свежий салат на местном уличном рынке.
